case_id,customer_id,region,industry,customer_tier,pump_model,model_family,complexity_class,pump_age_years,operating_hours,prior_repairs_count,error_code,failure_type,severity,priority,warranty_flag,technician_id,technician_experience_years,critical_part_id,critical_part_supplier_id,parts_from_hq_flag,maintenance_kit_applied,maintenance_kit_type,maintenance_kit_threshold_hours,intake_date,received_date,diagnosis_date,repair_start_date,repair_end_date,qa_date,shipped_back_date,waiting_for_parts_days,queue_days,active_repair_days,rework_count,rework_days,qa_duration_days,repair_duration_days,qa_failed_flag,parts_cost_eur,labor_hours
RMA9503252,CUST10096,DACH,Semiconductor,Standard,T1200,T,High,1.62,6960,4,CONT_05,Contamination,medium,Normal,0,TECH212,11.0,T1200_ADD_ROTOR_BALANCING_WASHER_T_SERIES,SUP311,1,0,,6500,2025-11-28,2025-11-30,2025-12-01,2025-12-02,2025-12-11,2025-12-11,2025-12-28,4,2,8.33,0,0.0,0.72,28.42,0,509.49,49.8
RMA9503253,CUST10141,APAC,Aerospace,Strategic,G200D,G,Medium,1.39,11610,0,VIB_02,Vibration,high,High,0,TECH208,7.0,G200D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP305,0,0,,9000,2025-02-19,2025-02-23,2025-02-25,2025-02-26,2025-03-05,2025-03-07,2025-03-05,0,0,7.83,0,0.0,1.23,10.56,0,614.19,43.42
RMA9503254,CUST10032,US,R&D,Standard,LD50,LD,Low,1.48,9335,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH218,6.0,LD50_KIT_O_RING_P_24,SUP301,1,1,PMKIT_LD50,9500,2024-08-24,2024-08-28,2024-08-29,2024-08-30,2024-09-02,2024-09-03,2024-08-31,2,1,1.68,1,1.1,0.98,3.3,0,534.8,10.81
RMA9503255,CUST10135,DACH,Automotive,Key Account,R300,R,Medium,1.93,8096,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH215,8.0,R300_KIT_SHAFT_SLEEVE_R_SERIES,SUP301,1,1,PMKIT_R300,7000,2024-12-08,2024-12-11,2024-12-12,2024-12-14,2024-12-16,2024-12-17,2024-12-14,3,2,2.08,0,0.0,0.76,3.25,0,2210.8,12.01
RMA9503256,CUST10069,US,R&D,Standard,T800,T,High,4.27,6078,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,T800_ADD_CORROSION_SEAL_SET_T_SERIES,SUP301,1,1,PMKIT_T800,6000,2024-10-07,2024-10-10,2024-10-12,2024-10-13,2024-10-16,2024-10-17,2024-10-13,2,1,2.49,0,0.0,1.22,3.07,0,1496.09,17.94
RMA9503257,CUST10063,US,Semiconductor,Standard,G100D,G,Medium,8.81,12748,4,TEMP_03,Overheating,high,High,0,TECH220,4.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2024-08-22,2024-08-26,2024-08-27,2024-08-29,2024-09-08,2024-09-09,2024-09-10,0,0,9.56,0,0.0,0.92,15.6,0,347.76,53.34
RMA9503258,CUST10279,APAC,Pharma,Strategic,T1200,T,High,2.79,7505,4,CTRL_04,Control electronics,medium,Normal,0,TECH205,6.0,T1200_ADD_CONTROLLER_PCB_T_SERIES,SUP302,1,0,,6500,2025-05-28,2025-05-30,2025-05-31,2025-06-01,2025-06-09,2025-06-10,2025-06-22,5,1,8.2,0,0.0,1.3,23.58,1,1152.24,58.1
RMA9503259,CUST10302,US,Vacuum Coating,Standard,G200D,G,Medium,2.84,9006,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,G200D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP311,1,1,PMKIT_G200D,9000,2024-12-31,2025-01-04,2025-01-06,2025-01-06,2025-01-09,2025-01-10,2025-01-07,3,2,2.52,0,0.0,1.18,3.86,0,2529.74,15.0
RMA9503260,CUST10021,DACH,Vacuum Coating,Standard,G400D,G,High,2.45,10145,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH211,10.0,G400D_KIT_O_RING_P_8,SUP301,1,1,PMKIT_G400D,10000,2025-02-07,2025-02-10,2025-02-12,2025-02-12,2025-02-14,2025-02-16,2025-02-13,1,0,2.6,0,0.0,1.37,3.15,1,1932.21,15.9
RMA9503261,CUST10072,US,Vacuum Coating,Key Account,T1200,T,High,6.94,9302,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH222,4.0,T1200_ADD_CONTROLLER_PCB_T_SERIES,SUP302,1,0,,6500,2025-12-21,2025-12-24,2025-12-25,2025-12-26,2026-01-03,2026-01-04,2025-12-30,4,2,7.69,0,0.0,1.16,6.3,0,970.29,45.27
RMA9503262,CUST10195,EMEA,Semiconductor,Key Account,G100D,G,Medium,9.08,7564,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,1,PMKIT_G100D,8000,2026-01-01,2026-01-04,2026-01-07,2026-01-07,2026-01-09,2026-01-10,2026-01-07,3,0,2.32,0,0.0,1.17,3.55,0,2003.36,15.79
RMA9503263,CUST10211,US,Automotive,Standard,G200D,G,Medium,4.81,8142,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,G200D_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_G200D,9000,2025-07-19,2025-07-23,2025-07-26,2025-07-26,2025-07-29,2025-07-29,2025-07-26,3,0,2.42,0,0.0,0.68,3.95,0,1915.55,17.46
RMA9503264,CUST10155,DACH,Vacuum Coating,Standard,G200D,G,Medium,3.42,9548,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH209,6.0,G200D_KIT_O_RING_P_24,SUP301,1,1,PMKIT_G200D,9000,2025-11-06,2025-11-07,2025-11-09,2025-11-09,2025-11-12,2025-11-13,2025-11-10,1,1,2.34,1,0.58,1.17,3.61,0,1915.55,17.19
RMA9503265,CUST10247,US,Automotive,Standard,T1200,T,High,1.47,6514,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH206,7.0,T1200_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,1,PMKIT_T1200,6500,2025-04-16,2025-04-18,2025-04-20,2025-04-20,2025-04-22,2025-04-23,2025-04-21,4,0,2.84,0,0.0,0.98,3.92,1,1586.06,16.25
RMA9503266,CUST10276,APAC,Vacuum Coating,Standard,G100D,G,Medium,7.9,6658,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH226,4.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,1,PMKIT_G100D,8000,2024-05-26,2024-05-27,2024-05-28,2024-05-28,2024-05-30,2024-05-31,2024-05-30,1,0,2.27,0,0.0,0.82,3.44,0,2370.67,14.92
RMA9503267,CUST10013,DACH,Vacuum Coating,Standard,LD50,LD,Low,7.95,9956,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,1,PMKIT_LD50,9500,2025-06-01,2025-06-03,2025-06-06,2025-06-07,2025-06-09,2025-06-10,2025-06-06,3,0,1.55,0,0.0,1.33,3.64,0,578.01,9.7
RMA9503268,CUST10225,DACH,Vacuum Coating,Key Account,G100D,G,Medium,8.26,6350,2,TEMP_03,Overheating,high,High,0,TECH214,4.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2025-11-27,2025-11-28,2025-11-29,2025-11-29,2025-12-07,2025-12-08,2025-12-13,3,2,8.29,0,0.0,1.02,15.92,0,425.88,61.89
RMA9503269,CUST10194,US,Pharma,Standard,R300,R,Medium,1.17,7049,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,R300_KIT_O_RING_P_8,SUP301,1,1,PMKIT_R300,7000,2024-03-31,2024-04-04,2024-04-05,2024-04-07,2024-04-09,2024-04-11,2024-04-07,3,1,2.07,0,0.0,1.2,3.38,0,2210.8,11.99
RMA9503270,CUST10215,DACH,Pharma,Key Account,T800,T,High,0.92,5750,3,VIB_02,Vibration,high,High,0,TECH223,7.0,T800_ADD_CORROSION_SEAL_SET_T_SERIES,SUP301,1,0,,6000,2025-02-04,2025-02-06,2025-02-09,2025-02-09,2025-02-19,2025-02-20,2025-02-16,1,0,9.18,0,0.0,1.01,10.01,0,1173.19,52.58
RMA9503271,CUST10047,DACH,Semiconductor,Standard,LD50,LD,Low,1.82,2015,2,LEAK_01,Seal/Leak,medium,Normal,0,TECH219,4.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2024-07-07,2024-07-09,2024-07-12,2024-07-12,2024-07-17,2024-07-18,2024-07-14,1,2,5.36,0,0.0,0.81,5.31,0,308.26,33.49
RMA9503272,CUST10211,US,Automotive,Standard,LD50,LD,Low,6.25,9460,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,1,PMKIT_LD50,9500,2024-07-14,2024-07-15,2024-07-17,2024-07-19,2024-07-21,2024-07-22,2024-07-18,3,3,1.68,0,0.0,0.76,3.98,0,705.48,10.47
RMA9503273,CUST10145,APAC,Automotive,Standard,G200D,G,Medium,5.08,9858,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH221,3.0,G200D_KIT_OIL_SEAL_SC_15_30_7,SUP301,1,1,PMKIT_G200D,9000,2025-09-14,2025-09-18,2025-09-19,2025-09-21,2025-09-23,2025-09-24,2025-09-21,0,3,2.0,0,0.0,1.38,3.8,0,1915.55,11.36
RMA9503274,CUST10064,DACH,Vacuum Coating,Standard,T1200,T,High,8.29,5618,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,T1200_KIT_BEARING_6203_OPEN,SUP301,1,1,PMKIT_T1200,6500,2025-01-18,2025-01-20,2025-01-23,2025-01-25,2025-01-29,2025-01-30,2025-01-23,0,2,3.05,0,0.0,1.33,3.46,0,1461.04,20.58
RMA9503275,CUST10193,APAC,Semiconductor,Key Account,T1200,T,High,8.84,1655,4,VIB_02,Vibration,high,High,0,TECH200,2.0,T1200_ADD_ROTOR_BALANCING_WASHER_T_SERIES,SUP311,1,0,,6500,2025-08-13,2025-08-16,2025-08-19,2025-08-19,2025-08-30,2025-08-31,2025-08-27,0,2,10.8,0,0.0,0.63,11.43,1,1152.24,78.98
RMA9503276,CUST10080,US,Pharma,Key Account,G200D,G,Medium,2.47,8007,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH215,8.0,G200D_KIT_O_RING_P_12,SUP301,1,1,PMKIT_G200D,9000,2025-03-12,2025-03-15,2025-03-16,2025-03-17,2025-03-19,2025-03-20,2025-03-18,0,4,2.37,0,0.0,0.69,3.72,0,1915.55,15.05
RMA9503277,CUST10169,DACH,Vacuum Coating,Standard,G400D,G,High,3.52,12133,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH201,12.0,G400D_ADD_BEARING_SET_G_SERIES,SUP305,1,1,PMKIT_G400D,10000,2025-08-23,2025-08-26,2025-08-28,2025-08-30,2025-09-01,2025-09-03,2025-08-29,5,0,2.61,0,0.0,1.3,3.41,0,2105.42,17.26
RMA9503278,CUST10141,APAC,Aerospace,Strategic,R300,R,Medium,1.84,5921,2,TEMP_03,Overheating,high,High,0,TECH202,4.0,R300_ADD_OIL_MIST_FILTER_R_SERIES,SUP305,1,0,,7000,2025-03-03,2025-03-06,2025-03-07,2025-03-09,2025-03-16,2025-03-18,2025-03-21,1,0,7.38,0,0.0,1.33,15.22,0,512.57,44.18
RMA9503279,CUST10312,US,R&D,Standard,G100D,G,Medium,8.89,8838,3,VIB_02,Vibration,high,High,0,TECH218,6.0,G100D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP309,1,0,,8000,2025-02-09,2025-02-10,2025-02-13,2025-02-13,2025-02-21,2025-02-22,2025-02-21,5,1,8.12,0,0.0,1.26,11.11,0,631.48,54.74
RMA9503280,CUST10026,DACH,Pharma,Standard,T800,T,High,1.5,678,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH206,7.0,T800_ADD_ROTOR_BALANCING_WASHER_T_SERIES,SUP301,1,0,,6000,2025-07-14,2025-07-15,2025-07-18,2025-07-20,2025-07-28,2025-07-29,2025-07-19,3,0,7.49,0,0.0,0.62,4.09,0,1000.01,45.88
RMA9503281,CUST10209,DACH,Pharma,Standard,G200D,G,Medium,8.85,9344,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,G200D_KIT_O_RING_P_12,SUP301,1,1,PMKIT_G200D,9000,2024-09-11,2024-09-13,2024-09-16,2024-09-17,2024-09-19,2024-09-20,2024-09-16,1,3,2.01,0,0.0,0.67,3.9,0,1915.55,13.19
RMA9503282,CUST10161,DACH,Aerospace,Standard,G100D,G,Medium,7.89,7833,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH204,12.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,1,PMKIT_G100D,8000,2025-11-24,2025-11-26,2025-11-27,2025-11-27,2025-11-29,2025-12-01,2025-11-28,3,1,2.19,0,0.0,1.22,2.93,0,2132.98,12.47
RMA9503283,CUST10287,APAC,Semiconductor,Standard,G200D,G,Medium,4.07,12935,1,VIB_02,Vibration,high,High,0,TECH219,4.0,G200D_ADD_BEARING_SET_G_SERIES,SUP300,0,0,,9000,2024-09-27,2024-09-30,2024-10-03,2024-10-04,2024-10-11,2024-10-12,2024-10-10,2,1,7.32,0,0.0,0.73,10.76,0,569.63,43.97
RMA9503284,CUST10223,US,Automotive,Standard,G400D,G,High,2.04,1310,1,TEMP_03,Overheating,high,High,0,TECH222,4.0,G400D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP303,0,0,,10000,2025-08-19,2025-08-22,2025-08-24,2025-08-26,2025-09-06,2025-09-08,2025-09-05,1,2,11.05,0,0.0,1.34,14.58,1,585.04,62.38
RMA9503285,CUST10204,DACH,Vacuum Coating,Key Account,LD50,LD,Low,0.61,5649,4,CTRL_04,Control electronics,medium,Normal,0,TECH208,7.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2025-03-11,2025-03-12,2025-03-13,2025-03-14,2025-03-19,2025-03-20,2025-04-02,3,4,5.35,0,0.0,0.6,21.43,0,308.26,39.31
RMA9503286,CUST10161,DACH,Aerospace,Standard,T1200,T,High,0.71,8687,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH221,3.0,T1200_ADD_BEARING_SET_T_SERIES,SUP310,0,0,,6500,2024-10-03,2024-10-06,2024-10-09,2024-10-10,2024-10-18,2024-10-19,2024-10-17,2,1,8.2,0,0.0,0.69,11.76,0,1027.22,51.14
RMA9503287,CUST10193,APAC,Semiconductor,Key Account,LD50,LD,Low,1.45,8592,0,CTRL_04,Control electronics,medium,Normal,0,TECH209,6.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2024-10-24,2024-10-27,2024-10-30,2024-11-01,2024-11-06,2024-11-07,2024-11-18,5,0,4.61,0,0.0,0.81,22.38,1,308.26,25.81
RMA9503288,CUST10174,DACH,Aerospace,Strategic,R300,R,Medium,5.97,611,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH225,5.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,0,0,,7000,2025-08-15,2025-08-18,2025-08-19,2025-08-19,2025-08-24,2025-08-25,2025-08-21,1,0,5.43,0,0.0,0.81,3.42,0,397.08,30.51
RMA9503289,CUST10104,US,Automotive,Key Account,LD50,LD,Low,4.15,9416,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,LD50_KIT_O_RING_P_8,SUP301,1,1,PMKIT_LD50,9500,2025-03-04,2025-03-05,2025-03-08,2025-03-08,2025-03-10,2025-03-11,2025-03-08,0,1,1.54,1,0.92,1.01,3.3,0,534.8,10.65
RMA9503290,CUST10010,DACH,Vacuum Coating,Standard,G400D,G,High,6.04,4645,0,CONT_05,Contamination,medium,Normal,0,TECH214,4.0,G400D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP311,0,0,,10000,2024-07-24,2024-07-26,2024-07-27,2024-07-29,2024-08-05,2024-08-06,2024-08-24,1,0,6.66,0,0.0,1.03,29.17,0,585.04,49.01
RMA9503291,CUST10286,DACH,Pharma,Standard,R600,R,High,4.75,8619,4,CTRL_04,Control electronics,medium,Normal,1,TECH220,4.0,R600_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,8000,2024-08-09,2024-08-12,2024-08-15,2024-08-17,2024-08-25,2024-08-26,2024-09-06,5,3,8.02,0,0.0,1.02,25.88,0,554.37,53.07
RMA9503292,CUST10133,APAC,Automotive,Standard,R300,R,Medium,9.36,7141,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH225,5.0,R300_KIT_O_RING_S_55,SUP301,1,1,PMKIT_R300,7000,2025-12-09,2025-12-12,2025-12-14,2025-12-15,2025-12-17,2025-12-19,2025-12-16,5,0,2.49,0,0.0,1.24,4.45,0,2210.8,17.49
RMA9503293,CUST10214,DACH,Aerospace,Key Account,R300,R,Medium,6.03,7068,2,VIB_02,Vibration,high,High,0,TECH222,4.0,R300_ADD_OIL_MIST_FILTER_R_SERIES,SUP305,1,0,,7000,2025-03-24,2025-03-27,2025-03-28,2025-03-29,2025-04-05,2025-04-06,2025-04-06,1,4,7.39,0,0.0,0.85,10.74,0,600.06,46.15
RMA9503294,CUST10112,DACH,R&D,Standard,LD50,LD,Low,9.01,10004,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH201,12.0,LD50_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_LD50,9500,2024-06-30,2024-07-04,2024-07-06,2024-07-07,2024-07-09,2024-07-10,2024-07-07,0,4,1.84,0,0.0,1.32,3.42,0,534.8,10.94
RMA9503295,CUST10194,US,Pharma,Standard,R600,R,High,2.12,7948,4,PM_SCHED,Preventive maintenance,low,Normal,1,TECH212,11.0,R600_KIT_SLEEVE_SN1_8,SUP301,1,1,PMKIT_R600,8000,2024-10-24,2024-10-25,2024-10-27,2024-10-29,2024-11-01,2024-11-02,2024-10-27,5,3,3.08,0,0.0,0.62,2.78,0,2132.65,17.07
RMA9503296,CUST10109,DACH,Aerospace,Standard,LD50,LD,Low,7.8,10056,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,LD50_KIT_O_RING_V_160_1,SUP301,1,1,PMKIT_LD50,9500,2025-10-07,2025-10-09,2025-10-12,2025-10-13,2025-10-14,2025-10-16,2025-10-13,1,3,1.72,0,0.0,1.37,4.45,1,534.8,11.51
RMA9503297,CUST10003,EMEA,R&D,Key Account,R300,R,Medium,8.35,6194,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH226,4.0,R300_KIT_O_RING_P_12,SUP301,1,1,PMKIT_R300,7000,2025-12-15,2025-12-16,2025-12-17,2025-12-17,2025-12-19,2025-12-21,2025-12-19,4,1,2.3,0,0.0,1.36,3.46,0,2210.8,15.78
RMA9503298,CUST10235,US,Pharma,Standard,R300,R,Medium,8.81,2734,1,CTRL_04,Control electronics,medium,Normal,1,TECH226,4.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,1,0,,7000,2025-11-14,2025-11-17,2025-11-18,2025-11-18,2025-11-24,2025-11-25,2025-12-03,2,4,6.51,0,0.0,0.89,16.69,0,477.59,38.1
RMA9503299,CUST10285,DACH,Vacuum Coating,Key Account,R300,R,Medium,6.73,3092,0,TEMP_03,Overheating,high,High,0,TECH213,4.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,0,0,,7000,2024-12-04,2024-12-07,2024-12-10,2024-12-10,2024-12-18,2024-12-20,2024-12-23,1,4,8.62,0,0.0,1.27,16.13,0,397.08,57.61
RMA9503300,CUST10193,APAC,Semiconductor,Key Account,R600,R,High,1.45,3355,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH218,6.0,R600_ADD_OIL_MIST_FILTER_R_SERIES,SUP310,1,0,,8000,2026-01-19,2026-01-22,2026-01-23,2026-01-24,2026-01-30,2026-01-31,2026-01-28,2,4,6.41,0,0.0,0.98,6.9,0,403.79,46.31
RMA9503301,CUST10203,DACH,R&D,Key Account,G100D,G,Medium,3.59,6057,2,LEAK_01,Seal/Leak,medium,Normal,1,TECH218,6.0,G100D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP301,1,0,,8000,2025-01-18,2025-01-22,2025-01-23,2025-01-23,2025-01-30,2025-01-31,2025-01-28,5,1,6.59,0,0.0,1.0,6.69,0,457.01,40.61
RMA9503302,CUST10188,DACH,R&D,Standard,T800,T,High,2.13,5312,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,T800_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_T800,6000,2025-07-14,2025-07-15,2025-07-17,2025-07-17,2025-07-19,2025-07-20,2025-07-18,0,2,2.52,0,0.0,0.83,3.3,0,1408.59,15.46
RMA9503303,CUST10194,US,Pharma,Standard,G200D,G,Medium,8.17,7645,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH227,5.0,G200D_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_G200D,9000,2024-02-17,2024-02-20,2024-02-21,2024-02-21,2024-02-23,2024-02-24,2024-02-23,4,0,2.12,0,0.0,0.86,3.41,1,1915.55,11.97
RMA9503304,CUST10157,DACH,R&D,Key Account,G200D,G,Medium,7.97,10654,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH212,11.0,G200D_ADD_BEARING_SET_G_SERIES,SUP300,1,1,PMKIT_G200D,9000,2024-11-05,2024-11-09,2024-11-11,2024-11-13,2024-11-15,2024-11-16,2024-11-13,5,1,1.91,0,0.0,1.0,4.24,0,2100.74,10.77
RMA9503305,CUST10006,APAC,Semiconductor,Standard,LD50,LD,Low,8.48,4540,1,TEMP_03,Overheating,high,High,0,TECH219,4.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2024-04-02,2024-04-03,2024-04-06,2024-04-07,2024-04-15,2024-04-16,2024-04-19,5,3,7.38,0,0.0,1.06,16.27,1,308.26,50.86
RMA9503306,CUST10167,EMEA,Vacuum Coating,Key Account,R300,R,Medium,1.04,6960,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH208,7.0,R300_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP311,1,1,PMKIT_R300,7000,2024-07-01,2024-07-05,2024-07-06,2024-07-07,2024-07-09,2024-07-10,2024-07-08,2,0,2.14,0,0.0,0.87,3.32,0,2527.5,13.62
RMA9503307,CUST10319,DACH,Automotive,Standard,R300,R,Medium,9.31,8065,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH207,5.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,1,PMKIT_R300,7000,2024-07-03,2024-07-07,2024-07-10,2024-07-11,2024-07-13,2024-07-14,2024-07-11,5,4,1.92,0,0.0,0.68,4.08,0,2452.07,10.85
RMA9503308,CUST10107,EMEA,Pharma,Key Account,G400D,G,High,7.0,9014,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH214,4.0,G400D_KIT_BEARING_6203_OPEN,SUP301,1,1,PMKIT_G400D,10000,2025-12-20,2025-12-23,2025-12-24,2025-12-25,2025-12-28,2025-12-29,2025-12-27,4,2,2.7,0,0.0,0.93,4.4,0,1932.21,15.52
RMA9503309,CUST10117,DACH,Vacuum Coating,Key Account,T1200,T,High,1.75,7218,2,PM_SCHED,Preventive maintenance,low,Normal,1,TECH224,9.0,T1200_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,1,PMKIT_T1200,6500,2025-06-18,2025-06-20,2025-06-21,2025-06-23,2025-06-26,2025-06-26,2025-06-23,3,3,2.69,0,0.0,0.65,3.17,0,1768.01,19.25
RMA9503310,CUST10099,DACH,Semiconductor,Key Account,R300,R,Medium,1.44,5835,4,TEMP_03,Overheating,high,High,0,TECH215,8.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2024-06-16,2024-06-17,2024-06-20,2024-06-22,2024-07-01,2024-07-02,2024-07-01,5,4,8.66,0,0.0,1.18,14.67,0,600.06,55.7
RMA9503311,CUST10091,APAC,Pharma,Standard,LD50,LD,Low,6.1,9879,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,LD50_KIT_O_RING_P_24,SUP301,1,1,PMKIT_LD50,9500,2024-06-17,2024-06-18,2024-06-20,2024-06-21,2024-06-23,2024-06-24,2024-06-21,4,0,1.89,0,0.0,0.82,3.79,1,534.8,11.58
RMA9503312,CUST10216,EMEA,Semiconductor,Standard,R300,R,Medium,6.7,8348,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH215,8.0,R300_KIT_OIL_SEAL_SC_15_30_7,SUP301,1,1,PMKIT_R300,7000,2025-07-11,2025-07-14,2025-07-17,2025-07-18,2025-07-21,2025-07-21,2025-07-18,0,3,2.43,0,0.0,0.84,4.5,0,2210.8,15.62
RMA9503313,CUST10155,DACH,Vacuum Coating,Standard,R600,R,High,1.52,6916,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH227,5.0,R600_KIT_SLEEVE_SN1_8,SUP301,1,1,PMKIT_R600,8000,2024-05-11,2024-05-13,2024-05-14,2024-05-15,2024-05-17,2024-05-18,2024-05-15,5,2,2.6,0,0.0,0.78,2.75,0,2132.65,17.49
RMA9503314,CUST10005,APAC,Semiconductor,Standard,LD50,LD,Low,7.6,8157,1,CTRL_04,Control electronics,medium,Normal,0,TECH205,6.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2025-02-14,2025-02-18,2025-02-21,2025-02-23,2025-03-01,2025-03-02,2025-03-15,0,3,5.28,0,0.0,0.99,25.04,0,308.26,32.62
RMA9503315,CUST10080,US,Pharma,Key Account,T800,T,High,7.23,4428,0,CTRL_04,Control electronics,medium,Normal,0,TECH200,2.0,T800_ADD_CONTROLLER_PCB_T_SERIES,SUP311,1,0,,6000,2024-11-29,2024-12-02,2024-12-04,2024-12-04,2024-12-11,2024-12-11,2024-12-25,0,4,6.48,0,0.0,0.63,23.11,0,980.12,41.59
RMA9503316,CUST10318,EMEA,R&D,Standard,G100D,G,Medium,6.61,7688,0,TEMP_03,Overheating,high,High,0,TECH210,7.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2025-09-11,2025-09-14,2025-09-17,2025-09-18,2025-09-29,2025-09-30,2025-09-29,4,1,8.95,1,1.93,1.29,15.64,0,347.76,54.98
RMA9503317,CUST10285,DACH,Vacuum Coating,Key Account,G200D,G,Medium,3.75,4292,1,CTRL_04,Control electronics,medium,Normal,0,TECH213,4.0,G200D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP307,0,0,,9000,2024-02-01,2024-02-04,2024-02-07,2024-02-09,2024-02-14,2024-02-15,2024-02-27,1,0,5.5,0,0.0,0.88,23.31,0,614.19,39.37
RMA9503318,CUST10088,DACH,Pharma,Key Account,T800,T,High,1.17,5431,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH210,7.0,T800_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,1,PMKIT_T800,6000,2024-12-23,2024-12-24,2024-12-27,2024-12-29,2025-01-01,2025-01-02,2024-12-27,1,1,2.83,0,0.0,1.07,3.57,0,1687.34,16.45
RMA9503319,CUST10052,EMEA,Aerospace,Strategic,R300,R,Medium,4.21,6988,1,PM_SCHED,Preventive maintenance,low,Normal,1,TECH207,5.0,R300_KIT_NO_2_VANE_20X14XT6,SUP301,1,1,PMKIT_R300,7000,2024-12-28,2025-01-01,2025-01-03,2025-01-05,2025-01-07,2025-01-08,2025-01-05,5,4,1.96,0,0.0,1.02,4.35,0,2210.8,13.15
